,tweet,hashtags,ref_user,urls,label
1300,im going twat bitch,,,,0.0
1301,ratted thing worse faggot,,,,1.0
1302,nice people without judgment cunt sweet asshole laugh,,url,,0.0
1303,lefty twat would,,url,,0.0
1304,thought par twat waffle,,user user,,0.0
1305,game fucked shit shite shitty twat bastard game,,,,0.0
1306,blow complicit twat like worlds rancid queef nnyour dads extra,,user user url,,1.0
1307,get one person care shithole country please thanks wanna l,,user url,,1.0
1308,jenna folwell kill baby chinaman cant learn tiananmen squarenn amp interwebz,,user url,,1.0
1309,olivers got full camel toe poor fucker,,,,1.0
1310,okay faggot,,url,,0.0
1311,good news im afraid feminazi man hater f,,url,,0.0
1312,fuck ching chong,,url,,1.0
1313,ya different cracker daddyncalled cunt pedophile nhe said 18ndie slow ya fuckin toe rags,,,,0.0
1314,disgusting attention seeking twat,,url,,0.0
1315,fuck bitch yuh gana regret lying fucking retard,,,,0.0
1316,peanut butter amp ms say faggot,,,,1.0
1317,streaming fortnite retard come chill 6 10 subs hit subbbbbbbn appreciated n,,url user,,0.0
1318,icicle twat,,user,,0.0
1319,stat sheet fucking mongoloid,,user,,0.0
1320,many many immigrants want,kag,,,1.0
1321,shit realized earlier phrase okay white fisher price version 14 words,,,,1.0
1322,les migrants sont une richesse pour leurope typhus abdominal,,,,1.0
1323,thats point nigger,,url,,1.0
1324,nyaa said shhh side nigga calling n told gts retarded,,,,1.0
1325,dear mongy stoke fans ya stop fighting whatever outside ground coach leave,scfc stokecity,,,1.0
1326,guy says slaves immigrants,,user,,1.0
1327,dads twat look like break homes well prick,,user,,0.0
1328,ugly depressed lonely faggot,,,,0.0
1329,aint gone say aint dumb bitch bitches xtra retarded im talking bout short bus helm,,url,,0.0
1330,ohhh think something along lines go back country stupid stuff like,,user,,1.0
1331,boycott show goes full retard pc fans debate future apu amid fresh speculation could w,,url,,0.0
1332,cohen said ching chong first thing came mind,,user,,1.0
1333,u pvm gp instead gambling arena like retard something,pvm,user,,0.0
1334,worded fine weird cunt,,user,,0.0
1335,use retard,,user,,0.0
1336,faggot scene grand budapest hotel probably hardest ive laughed movie,,,,1.0
1337,say limited edition limited fortnitemares mongoloid lmao,,user user user,,0.0
1338,everything spic nature listening alternative rock,,,,1.0
1339,nothing makes laugh harder niggas call black people nigger blacks,,,,1.0
1340,pussy soy boys emasculated feminazi mommy,,user,,0.0
1341,governor brown vetoed senator ricardo laras bill sb 174 would allowed illegal aliens serve,,url,,1.0
1342,cutting aid shithole countries might smarten,,,,0.0
1343,call chinaman see long last,,user user user user user,,1.0
1344,comment baseless retarded nndid conveniently forget david headley,,user user url,,0.0
1345,catch hands overwatch meetup retard,,url,,1.0
1346,boyfriend looks like dyke,,,,0.0
1347,sign true calling cutting grass spic lmao,,url,,1.0
1348,defining countries shithole encouraging reporters slapped around groping women celebri,,url,,1.0
1349,youre simply put angry feminazi,,user user user user user,,0.0
1350,waiting trophy hunting twat come along shoot,,user,,0.0
1351,right cunt got charged postin video sayin gas jews 23 times really tryin ae pipe h,,url,,1.0
1352,faggot ass dodgers,,,,0.0
1353,ca turning total shithole,,user user user user user user url,,0.0
1354,takes guts stand rights appear retarded,,,,0.0
1355,god doesnt make people retarded chuck norris,,,,0.0
1356,p jethro trudeau always useless twat,,url,,0.0
1357,foto gaya ngewe negro homosexvidoes,,,,0.0
1358,make offers 24 7 deny 24 7 faggot,,user,,0.0
1359,,,user user user user user,,0.0
1360,roofe pen either nnfuck cunt nnwe enough win game fact takin,,user url,,0.0
1361,fun fact got called chink ching chongd 11th grade barely look asian white town,,,,1.0
1362,faggot sjdjdn,,url,,0.0
1363,mongoloid dem plant case inpoint brilliant give migrants deal tweet,,user user user,,1.0
1364,socially retarded,,url,,0.0
1365,stupid twat needs give back freedoms others fought stupid pos h,,user user url,,0.0
1366,retard triggered fire alarm 2 morning,,,,0.0
1367,house passes resolution blasting cities allow illegal aliens vote certain elections via,,url user,,0.0
1368,fucking retard nnorban lukashenko putin proved nationalism without bullets nnyoure insane,,url,,0.0
1369,baby called spic,,url,,1.0
1370,gonna take time create thread got go ahead wifey annihilate cunt amp tag e,,url,,0.0
1371,imagine fibbonaci sequence relation golden ratio fucking retardnn post,,url,,0.0
1372,rakhi sawant dumb mentally retarded amp needs put away mental asylum needs shut amp know,,url,,0.0
1373,ha looks like ching chong china man,,,,1.0
1374,get drunk feel retarded,,,,0.0
1375,paul even made video retard,,user user,,0.0
1376,fuck u tell ur parents ur faggot,,,,0.0
1377,twat scott mills dig something water said hes never heard radio 1 normal,,user url,,0.0
1378,egg also meet specific measurement device good luck retard,,,,0.0
1379,thanks cunt,,user,,0.0
1380,bro tweeted caught border line retard conned fedsnn,,url,,0.0
1381,best expression dyke experience trying shove tampon applicatior trash without di,,url,,1.0
1382,damn ching chong memes pretty bad maybe perkz comes back get better,,user user,,1.0
1383,yeah mongy farmers,,user,,0.0
1384,made angry cunt,,user,,0.0
1385,person thought female options pnd sounded retarded,,,,0.0
1386,deep slave nigger sigh,,,,1.0
1387,sneak peak ni went full retard,,url,,0.0
1388,ive ridden many countries even shithole ones nnonly accidents saw drunken fuckwits nnwhats opinio,,url,,1.0
1389,whats worse orange mongy celebration,,user,,1.0
1390,yeah ok nigger,,url,,0.0
1391,camerroonians celebrities people surely want shout oh wanna look retarded,,user,,1.0
1392,hey american followers country shithole political sense go vote im high pain killers,,,,1.0
1393,fuck orange twat,,url,,0.0
1394,sorta cunt must owe someone money blatantly avoid giving patching texts etc going nigh,,url,,0.0
1395,bad morally pay retard jumped,,user user user url,,0.0
1396,obama ever call european countries shithole countries give childish nicknames opponent,,user url,,0.0
1397,grant asked come short notice retard picked,,user user user url,,0.0
1398,follow back spic,,user,,1.0
1399,acceptable even lion awake takes special kind cunt trophy hunter,,user,,0.0
1400,agree need crack illegal immigration unfettered immigration refugees f,,user user url,,1.0
1401,nigga nigger neither,,,,1.0
1402,ive using mongoloid lot lately imbecilic really punch,,user user url,,1.0
1403,got chinamans chance,,,,1.0
1404,tory twat,,url,,0.0
1405,hey jim ever lose job could always go back country cuba take job mini,,user url,,1.0
1406,mt mongol,,user,,0.0
1407,white folks fights public last dangerously long like 10 minutes nigger like see fights break ou,,url,,1.0
1408,violent variety faggot,,user,,0.0
1409,people like mouthy straight white cis male leftist loudmouths especially high target list,,url,,0.0
1410,specific socks sandals probably worth whole wardrobe mongol,,user user user,,1.0
1411,well wasp settled country everyone go back country origin,,user url,,1.0
1412,shut fuck fucking homestuck faggot,,user,,1.0
1413,never go full retard moron guy hated trump,,user,,0.0
1414,faggot,,user,,0.0
1415,farsiwanis go back country iran,,user,,1.0
1416,also retard think otherwise,,url,,1.0
1417,notice fucking looks pearces foot sizes step whatta cunt get fuckhead outta mlb,,url,,0.0
1418,globalistsndrug dealers criminals rapistsnthese animalsnshithole countriesnamerica firstnvery fine,,url,,1.0
1419,guy needs control alt delete self fuckin dirtyyy arrogant uneducated cunt wow,,url,,0.0
1420,faggot lady never fuck,,,,0.0
1421,ex6 suck dick cant even good side fucking big retard wonder ldlc suddenly b,,user user url,,0.0
1422,timer starts faggot,,,,0.0
1423,article infuriating yet insightful one many ways undocumented immigrants vul,,url,,1.0
1424,thats saying u retard,,user,,0.0
1425,cunt deserved,,url,,0.0
1426,mongoloid copy red alert 2 decided fail mission 3 apparent reason apparently bec,,url,,1.0
1427,going lie fascist american left right getting retarded,,user,,0.0
1428,retard us federal asset also lolicon decided shoot synagogue gab site,,user url,,1.0
1429,gang bangers leftist domestic terror,,user user user user user user url,,0.0
1430,liberal thinks country bad trump take look shithole countries,,user url,,1.0
1431,dont come australian servers ching chong,,user user user,,1.0
1432,upsetting many leftist jews msm trying blame trump actions every single deran,,url,,1.0
1433,im twat,,,,0.0
1434,scottish dialect hahahahahaha spelling like spastic dialect mongy,,user,,1.0
1435,sounds like hes perfect rube leftists,,user user user,,0.0
1436,meanwhile leftist globalist monsters trying blame hate crime trump know everyth,,url,,0.0
1437,shutup spic,,url,,0.0
1438,actions speak louder mexican rapists shithole countries,,user user user user user url,,1.0
1439,anyways intellectual creative nigger jumped joon today goodnight,,,,1.0
1440,nice projection faggot,,user user,,0.0
1441,wassup yall im back shithole country im happy,,,,1.0
1442,illegal aliens,,user user,,1.0
1443,fuck mormons polygamist con artist worshipper retard asses unironically muslim tier,,,,1.0
1444,stop tweeting go back country tourist kenya controlling economy,,user user,,1.0
1445,calling shithole countries immigrants coming countrie,,user url,,1.0
1446,depressed opie getting shane mcmahon free podcast mary jean close second though mongoloid,,user,,1.0
1447,reminder bigoted sectarian cunt ian durrant dived,,,,0.0
1448,twisted tuna aye fucking faggot,,,,0.0
1449,sorry question retarded answer,,user user user user,,0.0
1450,blocked hes absolute mongoloid,,user,,1.0
1451,got retard strength,,url,,0.0
1452,bombings shootings president mental capacity flea united states clearly real shithole country,,,,1.0
1453,answer phone faggot fuck,,user,,0.0
1454,push back leftist professors like writing,billayers,user user user url,,0.0
1455,listened shit lil spic singing lyrics know,,url,,1.0
1456,matt stop labelling people far right biased left liberal snowflakes twat shouting dismissi,,user url,,0.0
1457,one trying bust valenzuela mexico hmm could shithole countries,,,,1.0
1458,nigga ga really tell thought dyke twitter profile,,,,1.0
1459,personally im sick billions thrown st refugees secure borde,,user user user url,,1.0
1460,cant ever open grindr ugly creepy faggot manager wears full bdsm dominatrix gear pr,,url,,0.0
1461,mans cunt sorry use word hes dead set cunt,,url,,1.0
1462,ive friends girls borderline retarded lookingnits persons personality wins,,user,,0.0
1463,pay drugs subsidize cheap supply 3rd world shithole countrie,,user user url,,1.0
1464,aye offense faggots gotta call faggot,,,,0.0
1465,feel like fat cunt,,user,,0.0
1466,waking giants l great way start work week,eli raghead,,,1.0
1467,accepting integration illegal aliens communities,,user,,1.0
1468,blah blah blah call retard different different viewpoints thats easy way cen,,url,,0.0
1469,master get knees tributenmaster khaled needs cock worshiped,slave cuck faggot,url,,0.0
1470,rat apologized calling normani nigger,,user user,,1.0
1471,also getting medical advice twitter even retarded getting webmd,,user,,0.0
1472,cant stand mean spirited nigger,,,,1.0
1473,sion titanic hydra steraks demolition mastery retarded broken virtually unb,,user url,,0.0
1474,laquarius cherche un port pour accoster avec 11 migrants libyens via,,url user,,1.0
1475,many ucl kante barca nnu plastic mongy,,user user user user,,0.0
1476,kpop niggas ching chong,,user,,1.0
1477,guy actually said love koreans yeah im racist dont like ching chong music,,url,,1.0
1478,full blown retard corner,,url,,0.0
1479,going let trump turn america violent shithole country,,,,1.0
1480,ur opinion relevant u say ching chong,,,,1.0
1481,im fucking retarded,,,,0.0
1482,shut fuck worry country 11 people murdered dumb twat,,url,,0.0
1483,epic tweet1,,user,,0.0
1484,bring nigger,,user,,1.0
1485,trying help people im literally dumbass cunt cant help shit,,,,0.0
1486,ching chong sheng shiong,,user,,1.0
1487,call spic shit least u calling,,,,1.0
1488,gronk tide pod commercial retarded,,,,0.0
1489,anyone watches movie mid90s faggot cap movie whack af lol,,,,0.0
1490,yu white nigger,,,,1.0
1491,ive seen people openly racistly mocked bts called ching chong music wanna preach bullying b,,url,,1.0
1492,sorry hear experience deepika try best keep aircraft spic span b,,user url,,0.0
1493,yes shut ching chong chinaman,,user user,,1.0
1494,yet hungry children homeless vets illegal aliens,,user,,0.0
1495,used immigrants prop fulfill view world bingo,,user user,,1.0
1496,ching chong friends would,,user url,,1.0
1497,wildebeest migration mara crossing safari,travel africa ttot,url,,1.0
1498,since must ohio shithole state wants whole country follow,,url,,1.0
1499,lee hsien loongs career criminal chinaman regular talker interrogated n audibl,,user url,,1.0
1500,would new chinese immigrants care chinatown strathcona,,,,1.0
1501,retard,,user,,0.0
1502,fucking retarded think ok flirt guys girlfriends mat,,url,,0.0
1503,2 9 1v3ed dumbass seaside retard,,user,,0.0
1504,express robust mongoloid,,,,0.0
1505,might ask wife play clip tonight might mongy sports stars call giving 110,,user,,0.0
1506,okay white chocolate chip,,,,1.0
1507,retard special ed class floyd,,user user url,,0.0
1508,update 6 0 manny machado still twat,bucks,,,0.0
1509,sike aint retarded,,user url,,0.0
1510,hate every cunt planet swear,,,,0.0
1511,omg babe thank,,user,,0.0
1512,white guy really called spic,,,,1.0
1513,tfw try emotionally blackmail nation retarded inspire som,,user user url,,0.0
1514,part hates meme im lazy stop retarded,,user user,,0.0
1515,picture someone calls another person mongoloid,,url,,1.0
1516,get car quick love want make twat minute,,url,,1.0
1517,manny spic machado,,,,1.0
1518,murderer president nnhas president murdered anyone nnyoure mentally retarded need eva,,url,,1.0
1519,pol currently busy building suspicious devices,,url,,1.0
1520,think possible even shameful war mongol,,user user user url,,1.0
1521,matt trap faggot,ps4sharenn,url url,,0.0
1522,total support increasing number refugees bring nz wrap around support require,,url,,1.0
1523,tbh long u look mf retarded idc personal lives ppl want ya,,user url,,0.0
1524,watergate guys punched faggot managers turned away causing problems,,user,,0.0
1525,fck whatever retard put thinking remotely way anythingnnwhat fckn disgrace,,url,,0.0
1526,country invaders turn dystopian shithole,,user,,1.0
1527,looks like mongol turkish sisters widding son atagaymal erdogan lol,,user user,,1.0
1528,faggot lt 3,,user,,0.0
1529,exactly like hes baby small fact situation clearly dyke im still mad lol,,user,,1.0
1530,im still spittin like retard niggas soft rapping leotards lil wayne,,,,0.0
1531,disruptive thing bitcoin retarded shit bitcointalk,,,,0.0
1532,soup taker turncoatnnyou get idea,,user user,,0.0
1533,nigger lion heart wish god forward ever back ward never man say,,,,0.0
1534,cunt fucking laugh cost 370 fucking joke,,url,,0.0
1535,nigger fuck,,,,1.0
1536,tipping bar stupid spic,,user,,1.0
1537,cousin making lunch date cant wait see pay every cunt,,,,0.0
1538,weve heard 11 million illegal aliens decades guess 30 million es,,user user url,,1.0
1539,nigga retarded lmfaoooo gon record protools iphone,,user,,1.0
1540,im feminazi,,user user user user user user user url,,0.0
1541,high pitched ching chong,,url,,1.0
1542,man fucking retarded needs mental evaluation ive never seen someone obsessively hateful towards,,url,,1.0
1543,lmaooo cunt,,user,,0.0
1544,california asking butt feeling faggot,,user,,0.0
1545,buh faggot boomer music racial boundaries epic,,,,1.0
1546,mans called places shithole countries,,user user,,1.0
1547,niggas sipping retard juice,,,,1.0
1548,swaggy retard,,,,0.0
1549,dont disrespect flag nigger,,,,1.0
1550,bro tiktok created shits retarded ads put ig makes wanna die,,,,0.0
1551,boutta hit raghead tire shop zane,,user,,1.0
1552,mongy humour,,user user,,0.0
1553,needs remind one million polish immigrants flooded britain sent 23 bill,,user user url,,1.0
1554,im old school grew prejudice like pollack mick spic wop kik,,user url,,1.0
1555,today asylum six iranian refugees theyre free live lives peace right,,,,1.0
1556,negro said nabiha even gonna sound smdh,,,,1.0
1557,verstappen bad start crashes twat ricciardo 1st vettel 2nd,,url,,0.0
1558,european currently live europe indeed shithole guess sl,,user user url,,1.0
1559,oh sorry explain smth knew say know twat ill back,,user,,0.0
1560,going fasting tomorrow next day im fat cunt,,,,1.0
1561,border trash coming go back come,,url,,1.0
1562,stick rag round head shut cunt still bad enough weve gotta endure shite song twenty years later,,user,,0.0
1563,nigger stage,,,,1.0
1564,1 merkel leftist center right christian 2 fee,,user user user url,,0.0
1565,anal retarded mongoloid fuck animal danger,,user user user url,,0.0
1566,antis bts look like girls ching chong plus racist shit,,,,1.0
1567,going send journalists front line unstable war zone mongoloid,,user user,,0.0
1568,called likes coyle moyes monk laudrup amp koeman daft twat im glad club car,,user url,,0.0
1569,yes feel like right wingers would would leftist,,user user user url,,0.0
1570,mom called aids infested faggot moved,,url,,1.0
1571,dave retarded putting scott alexander madsenn 1 run lead put jansen w,,user url,,1.0
1572,type ball playing nigger dont want around yo daughter nah,,url,,1.0
1573,native americans caucasian mongoloid next,,user user,,1.0
1574,would look like twat angle,,url,,0.0
1575,nigger getting broke desperate times indeed,,url,,1.0
1576,free bc government cunt,,url,,0.0
1577,yes bs theyre leftist socialist democrat domestic terrorist party members hate fact,,url,,0.0
1578,shithole country,,url,,1.0
1579,stuffis happens shitholecountries despots charge,,user user user,,1.0
1580,nae cunt agrees wae,,user,,0.0
1581,soup taker 1 fuckin mighty fallen know fact went seville celtic daft total twat,,user,,0.0
1582,omg ching chong found child 0,pedohours,user,,1.0
1583,lol said none nigger tailgating year,,url,,1.0
1584,go home raghead,,url,,1.0
1585,willy insipiyah artist dance grave ching chong bing bong,,url,,1.0
1586,retard jeez,,user,,0.0
1587,im racist much despise word nigger hilarious,,,,1.0
1588,many boards could mongols hoard mongol hordes got bored nn calvin amp hobbes,,,,0.0
1589,fuck faggot,,user,,0.0
1590,watch sit think farming like retard everything get denied plays,,user user url,,0.0
1591,holy shit people retarded halloween folks blood look like fucking cherry syrup,,user,,0.0
1592,dont love muslim immigrants stupid piece shit thats cant walk streets u idiot,,user,,1.0
1593,yup sound quality retarded bass great bass much po,,user url,,0.0
1594,fucking raghead cunts,,user,,1.0
1595,real women feminazis demean men fun ta,,user user user url,,0.0
1596,call illegal aliens voting,,user,,1.0
1597,twat,,user user user,,0.0
1598,okay white,,,,1.0
1599,liberals nlets preserve rain forest nlets save whales ndont disrespect shithole countriesnna,,url,,1.0
1600,hey bro let us assimilate term mongoloid name calling disres,,user user url,,1.0
1601,cant discuss tragic case wonder people suspicious,sunday asiabibbi islam,user url,,1.0
1602,people shithole countries come trump nnhe,,user user url,,1.0
1603,im playing comp game actual buns cunt 9 bangs riot shields gotta fucking go,,,,1.0
1604,twat nuts,,user,,0.0
1605,almost mueller time shithole term used referring 3rd world countries,,user user,,1.0
1606,right cuz people fleeing shithole countries made sure pack iphones could check tw,,url,,1.0
1607,claiming handball james milner mongoloid,,,,0.0
1608,asked mother murukku gave retarded one told perfect murukkus diwali,,,,1.0
1609,2017 right wing terrorist attacks outpaced leftist islamic terrorist attacks 2x many ri,,url,,1.0
1610,spineless twat criticizing countries keep woman raped stre,mirgranthoardes,url,,0.0
1611,bigger person also result looking like cunt,,,,0.0
1612,ching chong ching chong,,user,,1.0
1613,deadass like need something new call nigger tell cheatin,,user,,1.0
1614,tryna scam money men im unsuccessful tonight guess smell dyke goodnight,,,,1.0
1615,im sheffield wednesday fan crap mood u sick twat evil bastard,,user user user,,0.0
1616,maybe lardio nigger,,,,1.0
1617,queen latifah missy elliot king diana typa stem dyke energy,,,,0.0
1618,people insane mohammed lol nworlds gone nuts shithole countries need nuked,,url,,1.0
1619,oh cool love dragon ball man favorite sasuke ching chong shit,,user user,,1.0
1620,going look right twat turns witness protection public even greater,,url,,0.0
1621,let retweet fucking mongoloid,,user,,1.0
1622,im trying politically correct possible mam fucking retarded,,user,,0.0
1623,rules break fucking mongoloid simply retweeted like shit allowed website twitters,,url,,1.0
1624,get fucking grip mongoloid,,url,,0.0
1625,ta said wanted chinese food girl kept repating ching chong told racist said,,url,,1.0
1626,due unorthodox dietary requirements number refugees manus,,,,1.0
1627,africans immigrants arabs immigrants asians immigrants however europeans expat,,,,1.0
1628,ethnic estonian nationalist follows constitution retard,,user,,1.0
1629,people please stop using word mongo yeah sounds funny short mongoloid real,,url,,0.0
1630,retard,,user user,,0.0
1631,yeah lucky watermelon uncultured twat,,user,,0.0
1632,bts performs kpop song nantis people idolize ching chong group cant even un,,user user url,,1.0
1633,payne chalk bagley lal pho fair priced jrich looks spic wesley chucking everything right ganna wild slate,,user,,0.0
1634,faggot,,user,,0.0
1635,happy birthday mau wish best stay ching chong wouldnt know survive last,,user url,,0.0
1636,n stop using words n autism retard n insultsn n,,url,,0.0
1637,twat,,url,,0.0
1638,thank fuck get vardyaubalacca tearing enjoy sitting bench vardy yr shits mongy fucker,,,,0.0
1639,headline nthat twat morgan talks sense change n,,url,,0.0
1640,mitch mcconnell affair shithole countries,,,,1.0
1641,note fuck trump drumpf makes look retarded making career decisions based p,hollywood,url,,0.0
1642,mean smart enough leave 3rd world shithole came credit cre,,user url,,1.0
1643,im proud big brudda lil kevin nigga came outta jail put pressure features whole album go retarded,,,,0.0
1644,worth shithole countries crying,,user user,,1.0
1645,need move hot country immediately honestly think survive another winter depressing shithole country,,,,1.0
1646,said faggot loud guy shocked got preachy use word,,url,,0.0
1647,im retarded thought fucking cabbage,,user,,0.0
1648,shut negro,,user,,1.0
1649,beyonce dyke,,url,,1.0
1650,yes doubt shell another self absorbed feminazi attention whore,,user url,,0.0
1651,landon romano gayshawnmendes battle title worst faggot,,,,0.0
1652,sup negro,,user,,1.0
1653,get ice cream rolld slo faggot,,,,0.0
1654,know english retard appreciate heads,,user user,,0.0
1655,say cunt dammit nits see next tuesday ffs,,,,0.0
1656,leaders behave like stupid kids yet wonder country shithole amp blame white people,,url,,1.0
1657,tweeted dat already yi mongol,,user,,1.0
1658,hurry vote cunt,,user user user,,0.0
1659,celzy said cos retard,,user,,0.0
1660,good thing lives california need money illegal aliens least 50,,user url,,1.0
1661,never use childhoodgo back country nigerian,,url,,1.0
1662,suck dick till look dumb retarded,,,,0.0
1663,im saying calling shithole countries shitholes shithole bad make,,user user url,,1.0
1664,put gun cunt fucking brave eh tiger thats get,,url,,0.0
1665,first b12 fucking mongoloid nnsecond yes,,user user,,0.0
1666,finished 2 bobby dassey guilty ken kratz cunt kathleen zellner legend delores allen avery,makingamurderer,,,0.0
1667,debate 40m people gvt answer bring 20m immigrants beggars belief,,url,,1.0
1668,anyone thinks country fascist shithole watch live version cops air weekends,,,,1.0
1669,sigh finally ching chong everywhere tl,,,,1.0
1670,bro thats expected sparred mf pace retarded,,user,,0.0
1671,love wdw refugees refreshing reference,,user,,0.0
1672,baby gonna pop retarded nigga,,,,1.0
1673,cunt dare send thoughts dead shove sock husbands mouth fomented v,,url,,1.0
1674,still dont believe nigger take outwee need investigate thing,,user user user,,1.0
1675,lmao fucking retard trump supporters told joey fuck vid,,user,,1.0
1676,rape violent west democracies trying resist radical islam violent immigrants enforcing ex,120db,url,,1.0
1677,shoulda asked recite quentin tarantino dead nigger storage monologue,,,,1.0
1678,retard till,,user,,0.0
1679,generally use term retard using words,,user user user url,,0.0
1680,make new account retard hard plenty ppl know close hundred accounts get banned,,url,,0.0
1681,13 year old called faggot jdjsskaksja simulation glitching,,,,0.0
1682,wyd afghan faggot im bored looool im watching netflix,,url,,1.0
1683,tranquilo pe mongol ctmre,,user user,,0.0
1684,note requires absolute retard miss clam throw nobody pressuring first,,user,,0.0
1685,seasoned politician business mongol atiku abubakar answer problems lets get nigeria working,,user,,1.0
1686,im 26 retard,,user user user user user user,,0.0
1687,deaf blind retarded leave alone,,url,,0.0
1688,cause utter bs lying feminazi ford,,url,,0.0
1689,shut face slap ass call dirty jew im stoked,,user,,1.0
1690,dont agree petition admire lot supporting faggot,,user url,,0.0
1691,way everyones sneezing sniffing around need invest one facemasks chinaman always wearing,,,,1.0
1692,daniel odonnell bono bonos fucking insufferable robbie twat would anybody wanna aspire lik,,url,,0.0
1693,looks intelligent nfirst time came know someone retard like described intelli,,user url,,0.0
1694,follow faggot something,,url user,,0.0
1695,fucked uk fucked im twat,,user url,,0.0
1696,quote ure ah fukin retardah social retard,,user,,0.0
1697,gun violence law issue special kind retard illegal,,user user user url,,0.0
1698,please support official releasenalso cant nintendos cunt ports lik,,url,,0.0
1699,going pippi longstocking halloween event tonight bc shes ginger wears dyke attire fit criteria,,,,0.0
1700,may words motivate allies act,immigrants,,,1.0
1701,amnesty millions illegal aliens,,,,1.0
1702,get ur teeth fixed dr faggot,taylorgangor,,,0.0
1703,fake empowerment men people,,user,,0.0
1704,guys retarded,,,,0.0
1705,mean come shithole countries,,user user,,1.0
1706,im racist mom good negro friend example thx,bslunch,user,,1.0
1707,harlem shake excuse go full retard 30 seconds,,,,1.0
1708,hes refugee middle eastnor shithole countrynhe cross us border caravannhes n,,url,,1.0
1709,confidence ugly mongoloid like really whats wrong,,,,0.0
1710,4nwhen poor little kiddos get sicknwe want hospitals span spic nthis bond gives new chitsnfor tec,,url,,1.0
1711,white areas though reminds trump shithole countries stuff,,user user,,1.0
1712,guess support mongoloid could avoided,,url,,1.0
1713,bro call spic already know u wanna,,user,,1.0
1714,true shithole countries wanna know,,user user user user url,,1.0
1715,svenskeren fucking retarded level 4 xin chasing level 6 viktor tower btw level 4 becaus,,url,,0.0
1716,bring disease,,,,0.0
1717,throw water fellow caster lil faggot professional,,user,,0.0
1718,seems odd good ol would go nears radical leftist 1995 given fact ayers,,user url,,0.0
1719,raise hand think puig twat waffle,,,,0.0
1720,buncha people shithole countries coming bring economy free healthcare,,user url,,1.0
1721,lobatan waec cant reissue another one country indeed shithole,,url,,1.0
1722,killer jews among leftist forces organizing migrant caravans trump nationalist enough,,url,,1.0
1723,go ahead fucking spic try break truck,,,,1.0
1724,whats wrong black u retard,,user user,,0.0
1725,lmao ching chong culture,,user,,1.0
1726,unreal tweeted raghead disguise,,user,,1.0
1727,women dj says theyre serving dollar retard juice bar,,url,,0.0
1728,fucking invited twice mongoloid,,user,,1.0
1729,one chromosome manynmongoloid mongoloidnand determined could seenand wore,,user url,,0.0
1730,spic ass make j balvin concert next week imma upset fuck,,,,0.0
1731,country road bumps signage blamed deadly night accident naivasha say,shithole,user url,,1.0
1732,jesus thats also awful nah one read fellaini repping cunt dick ive love,,user url,,0.0
1733,next yall gop gonna ching chong ding dong 2024,,url,,1.0
1734,lmfaoooo bro faggot losers thing minny miracle,,user,,0.0
1735,german mayor sets example welcome refugees cj,,url,,1.0
1736,today asylum six iranian refugees theyre free live lives peace r,,url,,1.0
1737,well fuckin retard guess basic facts would make annoyed,,user,,0.0
1738,decency left shithole country richard spencer able stick hand,,url,,1.0
1739,psst faggot,,user,,0.0
1740,lmaooo one kefe says look like cunt im gonna lose shit swear hahahahahaha,,url,,0.0
1741,wow side girl guy dyke gf amp amp enjoy twitter unforgettable bops ever happy,,,,0.0
1742,stuck leicester retard train driver got mistaken identity fuck sake wanker,,,,1.0
1743,mate hope wellnntranslation nncunt idea finish online conversation,,,,0.0
1744,faggot,,user user,,0.0
1745,colossal twat,,url,,0.0
1746,jimmy alone paisas including 3 siblings shithole countries crossed,,user url,,1.0
1747,suck dick lick ass faggot,,user url,,0.0
1748,look macrons eurafrica union mediterranean wants millions,,user,,1.0
1749,kill cunt,,url,,0.0
1750,mongy,,user,,0.0
1751,maggie twitter tonight one would think lesbian feminazi asexual,,user user,,0.0
1752,faggot adxmant,,,,0.0
1753,lmao deleted tweets spic related amp beaner related,,user user,,1.0
1754,youre posting statistics way back 2013 cant see america getting immigrants,,user url,,1.0
1755,another mongy twitter account shaun report racist remarks jus,,user url,,1.0
1756,sorry hear experience mr punia try best keep aircraft spic span,,user url,,1.0
1757,3rd 1 fucking coaches learn snap shot gun fucking retard,pokes,,,0.0
1758,immigrants upper echelon majority come country looking opportunity,,user url,,1.0
1759,crazy people get offended words though could give zero shits someone called spic,,user url,,1.0
1760,dont forget im negro,,,,1.0
1761,say bf continue send dick pics heinous cunt,,,,0.0
1762,republican controlled congress voted every gun control bill put forward insufferable cunt,,url,,1.0
1763,f would retard block create ultimate account harass retard,,user user,,0.0
1764,gonna go steeres mongoloid,,user,,0.0
1765,love pharmacists town even tho one total twat helped cos pharmacist fawkn c,,url,,0.0
1766,mongol vowed continue refer prayagraj old name lets continue,,user user url,,0.0
1767,thanks win fucking mongoloid learn actually read understand rules stupid fucking scumbag,,user,,1.0
1768,lord wants us make world better place cant country becomes shithole,,user,,1.0
1769,fact someone called dyke wearing hockey gear,,url,,0.0
1770,u sick spic scum,,user,,1.0
1771,whats mongy lads liking picture insta trying talk immediately get lost,,,,0.0
1772,spic,,user,,1.0
1773,everyone busy helping refugees illegal aliens,,url,,1.0
1774,yall cant friends harass call spic go ahead flex twitter boo,,url,,1.0
1775,tonys coming fake ass ching chong boy,,user user,,1.0
1776,hes fellow spic,,user user,,1.0
1777,cunt need,,url,,0.0
1778,oh look another jumped feminazi looking sexism,,user user,,0.0
